payment_id,order_id,payment_date,payment_method,payment_status,amount,gateway,transaction_ref
PAY-F329CE12,ORD-42E19C32,2021-06-15 13:08:45,paypal,REFUNDED,4315.31,Braintree,TXN-FD1491228F0A822C
PAY-37FB4D39,ORD-126398EA,2024-09-12 18:36:29,paypal,SUCCESS,66.63,Braintree,TXN-4342BA05E95C3954
PAY-95905286,ORD-3A07F9A4,2023-02-06 23:36:55,debit_card,SUCCESS,6975.06,Square,TXN-B5A170A90F3A46A9
PAY-EE250A8F,ORD-D63111E1,2024-02-07 09:22:15,buy_now_pay_later,SUCCESS,3186.33,Square,TXN-2DB4A8CD662405C5
PAY-1663F9C6,ORD-5FAE2CD2,2021-12-04 05:24:22,apple_pay,REFUNDED,6142.52,Braintree,TXN-5B8404BF070ED463
PAY-EF544317,ORD-340FF295,2024-05-25 23:31:01,bank_transfer,REFUNDED,11053.61,Braintree,TXN-48318D2A12ED2170
PAY-D699BE9A,ORD-8EA286E7,2023-09-11 12:23:55,google_pay,SUCCESS,4672.65,Adyen,TXN-3B1B91FD461A8EDB
PAY-20F46324,ORD-B18DC1A2,2022-02-09 15:11:13,debit_card,SUCCESS,12255.4,Adyen,TXN-F3A8EFA019C2BE3D
PAY-39D8E8CE,ORD-5E851842,2021-08-05 08:26:59,credit_card,SUCCESS,3032.23,Adyen,TXN-2E20BDDF2938390B
PAY-AB0AC549,ORD-EB457E73,2023-06-07 22:29:29,apple_pay,SUCCESS,10903.79,Stripe,TXN-05865E89C4782365
PAY-0C73B292,ORD-4099D653,2024-06-09 02:48:25,bank_transfer,SUCCESS,15759.98,Stripe,TXN-8276A3D0DC228292
PAY-FD22B84C,ORD-43FBD7ED,2021-11-03 14:59:45,debit_card,SUCCESS,1402.38,Stripe,TXN-CBC14BA838D0FA39
PAY-29146A62,ORD-50C00FAC,2023-08-24 19:47:23,buy_now_pay_later,SUCCESS,12580.43,Braintree,TXN-34AFBD6A0DE75E87
PAY-AB83D906,ORD-2B9C571F,2022-02-22 12:29:56,apple_pay,SUCCESS,7569.2,Stripe,TXN-61971EDCB63C5A1C
PAY-A10C6DAD,ORD-530A5B52,2022-04-19 20:01:42,bank_transfer,SUCCESS,16084.15,Stripe,TXN-366FA00F8B54F24A
PAY-407E2F8A,ORD-BBB4ED75,2021-02-03 04:38:20,bank_transfer,SUCCESS,3954.39,Stripe,TXN-A8E30D0D7AE40BD9
PAY-1D3B4465,ORD-FE078C39,2021-12-16 06:52:13,apple_pay,SUCCESS,10291.87,Adyen,TXN-6C95AFD0BB864475
PAY-56F7B4E9,ORD-AC9498D2,2024-05-09 13:32:20,paypal,SUCCESS,1920.94,Braintree,TXN-873D1324F8572FD9
PAY-72B43B68,ORD-91A07AB6,2021-02-06 13:55:58,apple_pay,SUCCESS,1318.06,PayPal,TXN-85D879DC2E4CFFD8
PAY-820E2F44,ORD-5285A081,2021-01-01 21:32:14,buy_now_pay_later,SUCCESS,2320.67,Square,TXN-960B8EA0E5F5D808
PAY-B3B9316E,ORD-FDB5DC7E,2023-09-06 09:24:27,apple_pay,SUCCESS,2771.12,PayPal,TXN-843372C31E029CD1
PAY-0B38BC56,ORD-A4B6117D,2024-06-26 08:35:43,paypal,SUCCESS,16845.02,Square,TXN-C3B2393896BB2C59
PAY-3A309174,ORD-E0CFD999,2023-05-02 00:23:31,bank_transfer,SUCCESS,4777.12,Stripe,TXN-16A79530FF63A2EC
PAY-7007BBF1,ORD-1F7B5FEA,2022-04-26 23:44:46,bank_transfer,REFUNDED,6338.47,Adyen,TXN-79406AE90304EE95
PAY-9392B418,ORD-CAE740A4,2022-05-09 15:40:18,debit_card,REFUNDED,3988.47,Adyen,TXN-5CB3AB517AF68554
PAY-AA0D6DA2,ORD-F4D70180,2021-04-05 02:03:06,google_pay,SUCCESS,12173.35,Stripe,TXN-D363FFF28C08FF45
PAY-4705CED9,ORD-2DD8C80A,2023-11-04 23:32:10,buy_now_pay_later,SUCCESS,8537.86,Adyen,TXN-8CA5BDD639FED3EE
PAY-E3CB92E6,ORD-A9660D46,2024-11-22 12:51:52,buy_now_pay_later,SUCCESS,11098.52,Square,TXN-8141A17653F89833
PAY-A1B72C0E,ORD-54C45039,2023-05-08 08:26:49,bank_transfer,SUCCESS,4021.86,Stripe,TXN-BBDC241708B9F28A
PAY-3CD80C4D,ORD-012FC179,2023-02-26 20:00:26,apple_pay,SUCCESS,10675.61,PayPal,TXN-8EED3CCAF734D3AC
PAY-C3590F96,ORD-D6CA7399,2024-10-08 19:36:32,paypal,SUCCESS,2580.97,Square,TXN-D06B07C7C1C34F36
PAY-67146444,ORD-B1458D78,2022-06-29 07:57:14,credit_card,SUCCESS,10117.33,Adyen,TXN-8B0A7B9E8B32C726
PAY-F8B5F799,ORD-8164A8DF,2024-08-15 04:25:33,credit_card,SUCCESS,9164.06,Adyen,TXN-4C5051F2981F380A
PAY-B07CF5EA,ORD-C443D16A,2023-03-08 00:46:22,google_pay,SUCCESS,16721.19,Braintree,TXN-90F469E1997ACE7E
PAY-81187755,ORD-FFC17230,2021-12-23 00:22:28,debit_card,SUCCESS,3117.37,Square,TXN-48E50BDDB9727ECE
PAY-2CCF8B6F,ORD-12F21B73,2022-07-21 13:20:30,buy_now_pay_later,SUCCESS,3990.58,Square,TXN-AE8D145CD0C15BD0
PAY-62117CE1,ORD-A085888D,2022-06-16 02:40:11,apple_pay,SUCCESS,94.74,Square,TXN-DFCA60EC5C41356B
PAY-52748C2A,ORD-7C522693,2022-05-21 05:16:39,paypal,SUCCESS,15421.54,PayPal,TXN-3E04A31D9B3E6BAE
PAY-3EE1457B,ORD-A8999A0A,2023-08-03 10:24:15,google_pay,REFUNDED,9020.18,Square,TXN-0D198BFA59AD739C
PAY-C98D7E33,ORD-BA6EC3C4,2024-12-07 00:37:55,debit_card,SUCCESS,2960.58,Braintree,TXN-E8C32043E270E203
PAY-E56E24E2,ORD-E2FB8A21,2021-11-13 04:38:59,paypal,SUCCESS,15787.45,PayPal,TXN-4CFCD7F2E6068C7F
PAY-EFFC03F8,ORD-D4DF0A43,2022-11-07 22:56:00,buy_now_pay_later,SUCCESS,12146.52,Braintree,TXN-81ECBB0C6E6CD722
PAY-ABA6F9CC,ORD-002081B6,2022-12-22 16:56:23,credit_card,REFUNDED,10153.71,Braintree,TXN-41421DFC9A0ABF90
PAY-DE5D7E6D,ORD-BA96A07F,2021-01-30 04:52:38,paypal,REFUNDED,7145.73,Stripe,TXN-3EC56DF2CD005A1A
PAY-1C8D7C78,ORD-96D37752,2024-07-28 05:29:30,apple_pay,REFUNDED,9182.34,Braintree,TXN-2D20569E3DA48622
PAY-C1C446C6,ORD-45350EBA,2022-07-17 00:12:45,paypal,SUCCESS,8247.68,Adyen,TXN-E22F8C6242F84CD6
PAY-F3980378,ORD-CBC37170,2024-12-21 08:26:23,buy_now_pay_later,SUCCESS,13612.2,Adyen,TXN-6DE92B48DD8C3D2C
PAY-704DDDB6,ORD-1F7867B4,2021-12-29 20:01:57,google_pay,SUCCESS,2344.68,PayPal,TXN-71585240E9D4053B
PAY-65563FB5,ORD-E1681C13,2021-11-14 14:57:47,paypal,SUCCESS,17656.03,Stripe,TXN-5970D0EDE4E343FC
PAY-FFB9822A,ORD-FA2919C7,2021-04-10 17:34:00,apple_pay,SUCCESS,13471.11,PayPal,TXN-79CC4E532293DFE2
PAY-66A873EF,ORD-44D26810,2022-05-01 03:07:05,google_pay,SUCCESS,7147.23,Square,TXN-5BF1296C37AED579
PAY-C8399667,ORD-3CF0DCDD,2023-12-11 23:57:57,google_pay,REFUNDED,2087.13,Braintree,TXN-8B804D16D7F66802
PAY-75C33C5C,ORD-09E2BB1D,2021-12-27 12:49:34,bank_transfer,SUCCESS,13016.46,Square,TXN-B3DF1AD8E1A4ECAA
PAY-CCBCBB0C,ORD-69D523C4,2021-11-18 17:16:07,apple_pay,SUCCESS,6004.54,PayPal,TXN-7568C8407F06AF12
PAY-B5123609,ORD-DECBBAAB,2021-03-02 14:08:33,paypal,SUCCESS,10946.93,Square,TXN-D7E1DC3206CA8BE5
PAY-0F9BAB14,ORD-6A63A168,2023-11-04 20:35:04,credit_card,SUCCESS,8479.1,Adyen,TXN-B40D2C414E1C0E67
PAY-9FFB913E,ORD-0E74F79B,2021-05-13 06:03:04,apple_pay,SUCCESS,996.2,PayPal,TXN-EC17B6ACC48C87C8
PAY-0C51B129,ORD-2E3BCEFF,2021-07-25 23:50:05,credit_card,SUCCESS,4604.19,Braintree,TXN-E594C60BA845F27C
PAY-1000D269,ORD-542B51A5,2024-11-25 09:39:57,google_pay,REFUNDED,2349.23,Square,TXN-9BE515E085BCBCFD
PAY-737C75B0,ORD-22099DC8,2023-03-26 10:40:43,paypal,SUCCESS,18563.61,Braintree,TXN-65507907E83A596F
PAY-C094686E,ORD-0D058EEB,2024-06-28 08:34:44,apple_pay,SUCCESS,9430.63,Stripe,TXN-5485E29BB69454E4
PAY-60CCDA8E,ORD-92D81D55,2024-04-04 19:16:59,buy_now_pay_later,REFUNDED,10054.36,Square,TXN-A765758776575B74
PAY-EC012563,ORD-588B86BF,2022-11-05 07:50:36,debit_card,SUCCESS,10093.4,PayPal,TXN-FD024EF496B59ECB
PAY-0B137D43,ORD-37ECB4DE,2024-06-20 10:44:40,apple_pay,REFUNDED,3911.18,Stripe,TXN-B403BCBBE91CCD89
PAY-39E7BC0A,ORD-945EC048,2021-01-13 17:35:14,debit_card,SUCCESS,20162.19,Braintree,TXN-1F0D6F1222F70DD9
PAY-780CDD15,ORD-E82D5D80,2022-05-25 03:05:28,apple_pay,SUCCESS,3433.16,PayPal,TXN-28E55ED4C9F4270C
PAY-72E5243A,ORD-94CA6871,2024-12-21 08:41:44,apple_pay,SUCCESS,2084.31,Stripe,TXN-BCBB9C5664330642
PAY-B62B6F8E,ORD-57FA38DA,2022-10-11 04:59:28,paypal,SUCCESS,8989.83,PayPal,TXN-056E3EFD3F52CBCB
PAY-08384064,ORD-BEAABEB0,2023-11-10 00:31:12,credit_card,SUCCESS,7404.1,Stripe,TXN-67ABA85045BD6BD3
PAY-C3E611BD,ORD-822A0FE4,2022-02-07 18:54:06,credit_card,SUCCESS,5849.63,Stripe,TXN-84C5C24011985621
PAY-84119DB8,ORD-467565CE,2022-02-04 22:07:54,google_pay,REFUNDED,5391.01,Stripe,TXN-42CC5E3FD479CF7F
PAY-6A9401E7,ORD-6A5A5B55,2022-09-17 11:57:39,credit_card,SUCCESS,11875.93,Braintree,TXN-4A61EEF2E8B203EA
PAY-DB1680C7,ORD-6F4E7884,2024-12-11 17:34:27,bank_transfer,SUCCESS,15155.1,Square,TXN-A6DA5BBE92AD7971
PAY-F4399DD7,ORD-5D918E55,2021-06-09 11:12:55,bank_transfer,SUCCESS,4922.49,Square,TXN-032988C034772DDC
PAY-F3E7E135,ORD-BD5455F6,2021-10-24 01:15:32,paypal,SUCCESS,1651.11,PayPal,TXN-D5A9AD95A78635CD
PAY-D0E4B33A,ORD-8D1FB98A,2024-01-17 14:10:56,google_pay,SUCCESS,3057.95,Square,TXN-95134ABFE9446683
PAY-FE5BEF0E,ORD-A96164C7,2022-06-19 06:28:20,google_pay,SUCCESS,1467.61,Adyen,TXN-9CDE20D2A3445233
PAY-BDA7FA68,ORD-EE711319,2022-07-07 20:30:50,paypal,SUCCESS,6838.53,PayPal,TXN-E5E08E72A2AB6FD5
PAY-3B35B9DF,ORD-7389C059,2023-02-10 16:55:13,paypal,SUCCESS,7562.88,Square,TXN-446C83C4349BA0CC
PAY-E221B92F,ORD-50C98B6D,2021-06-24 12:30:01,bank_transfer,SUCCESS,13490.29,Braintree,TXN-1C8B200FCA80C100
PAY-42D12080,ORD-91DED3D3,2022-09-28 02:26:33,bank_transfer,SUCCESS,6226.32,Adyen,TXN-F119D58EC8F721B5
PAY-6CF33056,ORD-54A34378,2022-09-04 14:11:19,google_pay,SUCCESS,9289.43,Stripe,TXN-D90DBFB94F5AF4B1
PAY-549435D6,ORD-7F1A41C9,2024-02-29 07:47:41,google_pay,SUCCESS,15365.28,PayPal,TXN-597575A40C1BC51A
PAY-9389228D,ORD-80598C5F,2023-02-22 05:33:03,google_pay,REFUNDED,16128.48,Adyen,TXN-506C2340ECD8966F
PAY-6A4D7E83,ORD-3952FAA2,2021-11-01 04:21:58,apple_pay,SUCCESS,4784.1,Braintree,TXN-28814ACE4E4AA8A1
PAY-822E07B1,ORD-29F0AB4D,2021-10-31 13:33:37,google_pay,SUCCESS,7107.36,Square,TXN-7EA2DB5028388FB5
PAY-928602AC,ORD-5F2AE8DF,2023-11-10 23:51:10,buy_now_pay_later,SUCCESS,16782.93,Square,TXN-5950B9AB29803D7F
PAY-2E8E649C,ORD-19081060,2023-04-07 17:55:26,bank_transfer,SUCCESS,15995.21,Braintree,TXN-E1E26DB596242D3F
PAY-703A0A5E,ORD-36978318,2022-02-12 20:57:23,google_pay,REFUNDED,10207.8,PayPal,TXN-29CA8383B060151F
PAY-F64D1573,ORD-BDF5B52D,2021-03-04 12:26:53,google_pay,REFUNDED,7280.76,Stripe,TXN-8E55508F5C578B72
PAY-B0E2FC23,ORD-E7C03C6F,2022-12-29 20:36:07,buy_now_pay_later,SUCCESS,3772.65,Square,TXN-4CE16DB1256A7F17
PAY-7CC69A7D,ORD-107DDE95,2024-09-15 08:01:48,buy_now_pay_later,SUCCESS,8907.24,Square,TXN-E73E23398C4BE1A5
PAY-7A79F2C6,ORD-A5C5CCB3,2023-04-14 13:48:33,paypal,SUCCESS,8658.57,PayPal,TXN-6E1E842CF246DBFB
PAY-E0B428A5,ORD-0BD66265,2022-05-12 04:59:18,paypal,SUCCESS,5865.22,Adyen,TXN-65027E96A971C665
PAY-4DC63551,ORD-2B589CC0,2021-09-07 15:36:10,bank_transfer,REFUNDED,2336.16,Adyen,TXN-C71181242DA203D1
PAY-35921804,ORD-00CBF8A6,2022-11-14 17:29:25,buy_now_pay_later,SUCCESS,9794.25,Stripe,TXN-B14EAE71D4A1FE4F
PAY-20E4D3FA,ORD-8B18958F,2024-12-12 13:15:44,bank_transfer,REFUNDED,4768.48,Square,TXN-0A07D353A15B74F9
PAY-F43B26EE,ORD-1545B808,2021-12-21 09:55:14,debit_card,SUCCESS,971.87,Braintree,TXN-D9E783B4E92CAC92
PAY-3F85922D,ORD-0B2C1440,2022-11-13 08:14:01,credit_card,REFUNDED,11068.43,PayPal,TXN-1BDD538D7F8CC8DD
PAY-7242891B,ORD-15BF2877,2024-05-24 08:40:55,credit_card,SUCCESS,5930.19,Adyen,TXN-83900A5FEA42D747
PAY-86D83703,ORD-9A2BE4A6,2024-08-14 08:17:45,bank_transfer,SUCCESS,3844.45,PayPal,TXN-548FC47CB45A0412
PAY-C2CEBAE9,ORD-2038AAEF,2021-05-21 00:54:03,debit_card,SUCCESS,15040.02,Stripe,TXN-4834684901E7C0E7
PAY-EBF2B3C7,ORD-A714768C,2024-06-28 01:05:23,apple_pay,SUCCESS,3272.4,Braintree,TXN-29F1365A90A04CB6
PAY-E52FC825,ORD-B36EB121,2023-01-12 17:32:08,debit_card,SUCCESS,5873.33,Adyen,TXN-353D51FA63C1BF8F
PAY-485979B9,ORD-CDD0F24D,2024-05-28 22:49:32,paypal,REFUNDED,569.01,Braintree,TXN-63F509D32DC0CC3B
PAY-BDB82F7E,ORD-E25DF406,2023-08-08 13:18:25,credit_card,SUCCESS,8752.7,Adyen,TXN-48692E5D92F93EBC
PAY-C70041A0,ORD-D0A261B8,2022-09-27 23:15:25,bank_transfer,SUCCESS,8077.23,Stripe,TXN-2BC9BF4BA655E305
PAY-B7399B79,ORD-926E0594,2023-05-19 18:29:46,bank_transfer,SUCCESS,5007.32,PayPal,TXN-0AB53F4973A21F3F
PAY-81A99A45,ORD-AAE4BA53,2021-10-09 12:25:53,apple_pay,SUCCESS,1565.5,Stripe,TXN-A4E4DDF046A1B3F8
PAY-AFD26877,ORD-62357538,2024-07-02 15:01:22,credit_card,SUCCESS,7436.11,PayPal,TXN-9D8C640F6CD325D3
PAY-AB473C88,ORD-3CFE3FC5,2023-01-21 03:39:13,paypal,SUCCESS,10267.5,Stripe,TXN-989FB52286BFD9BD
PAY-BC080B11,ORD-26A7AD1F,2023-06-27 00:05:32,buy_now_pay_later,SUCCESS,7082.82,Square,TXN-6F8A329BC07D4C28
PAY-543829BA,ORD-898E669A,2024-04-26 13:32:13,buy_now_pay_later,SUCCESS,6911.79,Square,TXN-10856ACE5A311EEF
PAY-47E6644E,ORD-190CE812,2023-07-16 09:01:21,buy_now_pay_later,SUCCESS,8706.13,Stripe,TXN-9673F748E99AB025
PAY-673F3765,ORD-827FE83C,2021-05-13 06:02:31,apple_pay,SUCCESS,3900.15,Braintree,TXN-D43920CC3250A718
PAY-C917160C,ORD-FF0FAAB0,2023-04-09 00:55:24,google_pay,SUCCESS,1821.51,Square,TXN-A742249530C829C9
PAY-A96A12A8,ORD-0DDB64F3,2021-09-28 19:15:49,credit_card,SUCCESS,1537.69,PayPal,TXN-8C5D4E995395A68A
PAY-B741728D,ORD-725E1E87,2021-11-18 00:25:07,paypal,SUCCESS,9042.68,Braintree,TXN-D3BE26B566051D1A
PAY-F25A602F,ORD-7390CBA7,2021-04-22 06:23:24,apple_pay,SUCCESS,4296.91,Stripe,TXN-6F35CD6D497BFC16
PAY-C46995EF,ORD-F07D80D5,2021-03-26 18:17:33,bank_transfer,SUCCESS,6910.38,PayPal,TXN-5F2A58D5FB651FAB
PAY-C656F746,ORD-9A24C698,2024-11-08 23:20:02,paypal,REFUNDED,9057.42,Square,TXN-B0E0B781D7A5DDAA
PAY-BDB97039,ORD-09F7D72A,2024-10-07 21:45:25,buy_now_pay_later,REFUNDED,5180.4,PayPal,TXN-D5EEB441A468FA06
PAY-CECD0105,ORD-37DC9C98,2024-06-26 23:03:45,credit_card,SUCCESS,2399.12,Braintree,TXN-E4334405220D04ED
PAY-BEEFB55B,ORD-B0878131,2023-06-04 23:29:26,buy_now_pay_later,SUCCESS,5101.02,PayPal,TXN-87B6FE8FE45202A3
PAY-FB28A264,ORD-B18D3D7D,2023-11-07 10:16:58,credit_card,SUCCESS,17979.34,Braintree,TXN-9A2D8BA9CD7C884B
PAY-C822F620,ORD-D1C44E35,2021-07-27 09:59:38,google_pay,SUCCESS,13632.48,Stripe,TXN-1F931DF11BEB644B
PAY-49B128CB,ORD-D095AB72,2022-10-16 04:13:57,apple_pay,REFUNDED,5113.77,Square,TXN-CE33BD0F5999E5A2
PAY-EF6B7DCE,ORD-999DB51D,2023-01-18 02:41:35,apple_pay,SUCCESS,9751.8,Square,TXN-779565FE835958F1
PAY-FFFA36C3,ORD-647A56BF,2021-08-24 23:59:55,buy_now_pay_later,REFUNDED,8176.15,Braintree,TXN-886A229A52A091FB
PAY-65F175AF,ORD-C66FDA19,2022-10-18 10:13:25,bank_transfer,SUCCESS,11807.95,Square,TXN-8F8CEABA3CB950F2
PAY-4D3E4536,ORD-30798F65,2021-11-23 11:19:43,credit_card,SUCCESS,13029.91,Stripe,TXN-8F1C5651D511E9AA
PAY-9422AFB1,ORD-8576F536,2022-05-23 09:22:35,apple_pay,REFUNDED,9207.43,PayPal,TXN-CCBB3FA7C23D593A
PAY-F3839E84,ORD-FA218A58,2021-12-19 13:56:05,bank_transfer,SUCCESS,5214.1,PayPal,TXN-D667B19C28134C77
PAY-DD71561D,ORD-38773287,2023-05-13 21:14:00,credit_card,SUCCESS,16794.69,Braintree,TXN-9A17F3DF44C31478
PAY-77B3D6FE,ORD-C32B4F78,2024-04-05 19:17:44,google_pay,REFUNDED,7720.8,Square,TXN-DE98D1BCE39A426F
PAY-4267EA2C,ORD-E25D7E8E,2023-01-27 11:17:35,apple_pay,SUCCESS,8399.92,PayPal,TXN-EECD46DB037071C9
PAY-192713F6,ORD-ED1BB35A,2024-07-20 18:40:30,bank_transfer,SUCCESS,18782.85,Adyen,TXN-E621A81AF7361EF9
PAY-0567E9EC,ORD-E372CD51,2022-01-28 14:54:06,paypal,SUCCESS,2970.86,Stripe,TXN-992B1CAD4002D316
PAY-D6B81F14,ORD-668B48B6,2022-11-21 01:27:16,debit_card,SUCCESS,17864.57,Stripe,TXN-9543FC28F418F729
PAY-10237F67,ORD-092CFABD,2022-01-23 10:20:30,apple_pay,SUCCESS,2148.07,Braintree,TXN-B16987A4253C7E5A
PAY-D5127344,ORD-6ADF6545,2024-08-09 19:52:31,bank_transfer,REFUNDED,11600.6,Stripe,TXN-06FDBBCCB694D0EF
PAY-408A3D46,ORD-F8BAC67B,2022-05-16 21:28:03,apple_pay,SUCCESS,7154.5,PayPal,TXN-DE043AC6D3C3E861
PAY-D38A1A2A,ORD-C03CF1C9,2023-06-07 21:30:23,paypal,REFUNDED,4789.59,PayPal,TXN-44FAC9BF3379A4AE
PAY-5B30F045,ORD-2309E066,2021-08-08 06:03:57,paypal,SUCCESS,11454.06,PayPal,TXN-9E712264F817458C
PAY-FCB7B6ED,ORD-75BC01E5,2021-11-13 08:42:58,bank_transfer,REFUNDED,12997.08,PayPal,TXN-5BFCB3066280CE47
PAY-6A47E4D1,ORD-1B20EC9A,2021-11-01 23:13:44,credit_card,SUCCESS,1643.06,Stripe,TXN-CEAD9F9FDC91530E
PAY-84337BFA,ORD-78B3EDD4,2022-06-24 00:55:01,google_pay,SUCCESS,9555.31,Stripe,TXN-36AACB87FC16EC07
PAY-EF4BCB61,ORD-87171482,2021-05-31 16:18:39,bank_transfer,SUCCESS,11463.06,PayPal,TXN-BEB0A586845666BD
PAY-E950DEB4,ORD-03CF12E7,2021-03-02 20:29:11,apple_pay,SUCCESS,9988.37,Adyen,TXN-4CFFFBB397FDAADF
PAY-5F9DDCCF,ORD-DF2C2254,2023-08-23 05:51:23,paypal,SUCCESS,3110.95,Adyen,TXN-5F09EC663FA25858
PAY-97D78A69,ORD-DA5935B3,2021-12-05 21:54:08,paypal,SUCCESS,6810.83,Stripe,TXN-C906C095CFB6654A
PAY-83EC3760,ORD-03517307,2021-05-13 12:31:27,apple_pay,SUCCESS,5720.04,PayPal,TXN-7E9603A47CBB59BE
PAY-AD0817BC,ORD-39431379,2023-07-09 10:52:27,debit_card,SUCCESS,10942.86,Square,TXN-3F7C598270D983F8
PAY-191831F2,ORD-F5F820D9,2024-05-13 10:25:36,google_pay,SUCCESS,5709.66,PayPal,TXN-ED4FEA27192E0527
PAY-4497EE96,ORD-26F78EAB,2024-12-15 22:23:53,buy_now_pay_later,SUCCESS,11200.72,PayPal,TXN-D31F058CD5AC65EE
PAY-272C6D9A,ORD-6200AC8B,2022-07-31 07:39:47,buy_now_pay_later,SUCCESS,13028.01,Braintree,TXN-E23DDAB34C3CB236
PAY-50735B71,ORD-EE182B55,2021-09-25 00:43:11,paypal,SUCCESS,22192.15,Square,TXN-9B1DA1C11A0C0338
PAY-5E550579,ORD-677B51B0,2023-03-12 02:27:16,apple_pay,SUCCESS,7307.84,Stripe,TXN-A38B17ED3CA6B8DF
PAY-908A1EA4,ORD-49CC26EF,2021-01-23 10:11:33,apple_pay,SUCCESS,9133.95,Stripe,TXN-3213EA137A46259B
PAY-7EDEA603,ORD-7B799C46,2024-02-03 08:48:00,debit_card,SUCCESS,6140.95,Square,TXN-23ED7B85C015FA46
PAY-6DA46C35,ORD-7C9E533A,2022-06-24 13:39:36,bank_transfer,SUCCESS,6694.5,Stripe,TXN-CE5EA03FF020CAEA
PAY-698C061A,ORD-62D1352C,2023-11-24 13:29:24,credit_card,SUCCESS,13777.25,Braintree,TXN-9654664BEA16F965
PAY-B1983E3C,ORD-74D00A0A,2024-10-17 20:47:15,paypal,SUCCESS,3539.92,Braintree,TXN-2B933A1E8B1DEC03
PAY-4F47699C,ORD-F835AD7A,2022-10-01 01:57:01,apple_pay,REFUNDED,5969.71,PayPal,TXN-949FEB230A0E4DBB
PAY-71BDD964,ORD-3FDFEC1D,2024-10-13 15:22:58,paypal,SUCCESS,6590.43,Adyen,TXN-7BAEEBF65B6CEC8D
PAY-BC335E14,ORD-7AC4A7EC,2021-05-30 13:07:57,google_pay,SUCCESS,6427.47,Braintree,TXN-80F713961887F03D
PAY-571E3930,ORD-3B9E0138,2022-11-12 20:01:30,debit_card,SUCCESS,10682.16,Stripe,TXN-A9442DB11109D240
PAY-CED157ED,ORD-F72BA6B5,2023-09-06 06:17:46,apple_pay,SUCCESS,16801.1,Square,TXN-5CB159B2CE2700B8
PAY-FB71FD45,ORD-AA948E4B,2022-06-29 20:02:14,buy_now_pay_later,REFUNDED,10280.81,Braintree,TXN-209FDB916FE319B0
PAY-2B08B833,ORD-37801BEB,2021-09-06 14:19:57,buy_now_pay_later,SUCCESS,8247.26,PayPal,TXN-E91C2F544463B84A
PAY-6C9EB3E8,ORD-46101B64,2023-01-27 06:28:30,apple_pay,SUCCESS,17171.38,Square,TXN-EC62DCD8A1FAFC5D
PAY-35A93AB7,ORD-FF6E138A,2022-06-30 04:38:49,credit_card,SUCCESS,10380.05,PayPal,TXN-3004D24E31B86D93
PAY-DFB45929,ORD-55C80650,2021-07-03 08:16:11,debit_card,SUCCESS,6834.01,Braintree,TXN-E7F7BCF01B9E6CE7
PAY-C1F3EDB0,ORD-DD9A67DE,2021-05-14 15:00:25,buy_now_pay_later,SUCCESS,8909.6,PayPal,TXN-057808F624A7DFC0
PAY-F1DABA5F,ORD-B5B63303,2023-06-12 16:02:55,paypal,SUCCESS,3006.17,Stripe,TXN-B99556F46B71B1D1
PAY-B84B84A0,ORD-47587F3D,2024-11-01 16:26:19,paypal,SUCCESS,3964.5,Stripe,TXN-B9695E654A9946D8
PAY-14822569,ORD-A126DAFB,2021-07-01 22:31:41,bank_transfer,SUCCESS,8259.79,Adyen,TXN-3DAF61200D060C24
PAY-4720A6F0,ORD-C1F8E0FB,2023-06-18 21:55:01,paypal,SUCCESS,2747.07,Square,TXN-F38C8E50F1ECDC93
PAY-D3AF976D,ORD-E3AC11F3,2021-06-04 18:33:17,bank_transfer,SUCCESS,1399.1,Square,TXN-CE0A2F5D26157BCD
PAY-6E58E744,ORD-80FD2A4B,2023-11-02 08:29:49,debit_card,SUCCESS,15390.43,Braintree,TXN-3E7EAAB3E7B88D72
PAY-D9581146,ORD-3D4D0C6A,2023-10-04 23:00:48,bank_transfer,SUCCESS,12664.14,Adyen,TXN-E9621DFC08EC870D
PAY-76322AB5,ORD-2B93CB2D,2023-09-18 00:58:30,debit_card,REFUNDED,11542.13,Adyen,TXN-CD7569AAA9ED0AE5
PAY-63CBD3B8,ORD-69F69CAE,2023-03-20 17:41:31,credit_card,SUCCESS,6333.18,Braintree,TXN-8A742ADFC8CB147B
PAY-13BAC880,ORD-D8B46C5C,2023-01-11 10:05:13,paypal,REFUNDED,3555.88,Adyen,TXN-306B6833EF665D09
PAY-24E87B0B,ORD-5BA67601,2023-02-01 07:38:23,buy_now_pay_later,REFUNDED,6774.6,Square,TXN-9D7E8B2D5ED23EE5
PAY-491C82A7,ORD-3E64ACD9,2023-11-01 06:44:56,google_pay,SUCCESS,10257.9,Square,TXN-33762A4649815ACD
PAY-005E0CCA,ORD-D8136F42,2024-03-23 18:07:26,bank_transfer,SUCCESS,13151.48,PayPal,TXN-0EB1973EE0E83BEE
PAY-CB95425B,ORD-5CF06008,2024-05-30 12:38:27,apple_pay,SUCCESS,5436.85,Square,TXN-B8AC42CE85D9DA3F
PAY-CED6C1F7,ORD-B01B0137,2023-01-25 21:44:43,paypal,SUCCESS,5835.55,Square,TXN-6A4493D266C14B91
PAY-F453A7CD,ORD-134A275D,2024-08-11 01:48:15,bank_transfer,REFUNDED,18837.68,PayPal,TXN-2633F7B3832846FA
