review_id,product_id,customer_id,rating,review_title,review_body,review_date,helpful_votes,verified_purchase,sentiment_score
REV-8757D038,PROD-696B3CFD,CUST-6A1A14CF,5,Love it,Rating 5/5 - Excellent experience.,2022-01-14,132,True,1.0
REV-A675B441,PROD-FD80227C,CUST-ED70CB3C,4,Highly recommend,Rating 4/5 - Excellent experience.,2023-02-18,128,False,0.5
REV-899299B1,PROD-07490DA5,CUST-A40842AF,5,Excellent quality,Rating 5/5 - Excellent experience.,2022-10-30,108,True,1.0
REV-DC05DC02,PROD-0C5EC37D,CUST-4E1DAC00,5,Great product!,Rating 5/5 - Excellent experience.,2022-11-09,111,True,1.0
REV-94796A7B,PROD-4289B123,CUST-45C654E9,3,Great product!,Rating 3/5 - Average experience.,2022-07-15,42,False,0.0
REV-9A6072FB,PROD-900EB4D1,CUST-AAB3340E,4,Perfect,Rating 4/5 - Excellent experience.,2023-09-15,144,True,0.5
REV-8FE02315,PROD-E4BA9477,CUST-F636B008,1,Amazing!,Rating 1/5 - Disappointing.,2024-05-01,81,True,-1.0
REV-8800E240,PROD-A73745A8,CUST-200BD429,4,Perfect,Rating 4/5 - Excellent experience.,2024-07-04,95,True,0.5
REV-CCC507CE,PROD-D975CBF7,CUST-D94C5AA3,5,Highly recommend,Rating 5/5 - Excellent experience.,2022-07-12,101,True,1.0
REV-9AA06893,PROD-07724309,CUST-87F01905,1,Good value,Rating 1/5 - Disappointing.,2024-03-15,67,True,-1.0
REV-24A27D74,PROD-A6340442,CUST-B311BA64,3,Highly recommend,Rating 3/5 - Average experience.,2024-05-03,35,True,0.0
REV-FEE84496,PROD-1DC95744,CUST-7C18CE89,3,Highly recommend,Rating 3/5 - Average experience.,2024-06-28,31,True,0.0
REV-276FA16E,PROD-E4BA9477,CUST-0A4B1B99,5,Love it,Rating 5/5 - Excellent experience.,2022-08-18,122,True,1.0
REV-73A937B7,PROD-30886F93,CUST-04691517,1,Excellent quality,Rating 1/5 - Disappointing.,2023-12-04,147,False,-1.0
REV-C0001EE1,PROD-F7A31305,CUST-03F3081B,2,Not as expected,Rating 2/5 - Disappointing.,2022-05-03,67,False,-0.5
REV-F47CD6FB,PROD-E7EED61A,CUST-EDB4F1D6,5,Not as expected,Rating 5/5 - Excellent experience.,2021-10-04,75,True,1.0
REV-51C27E39,PROD-E523707C,CUST-6DB6F7C5,5,Good value,Rating 5/5 - Excellent experience.,2024-01-22,130,True,1.0
REV-6D00144A,PROD-35337371,CUST-172A3646,5,Love it,Rating 5/5 - Excellent experience.,2023-08-11,4,True,1.0
REV-10B3DE99,PROD-19157239,CUST-BF975B08,5,Not as expected,Rating 5/5 - Excellent experience.,2022-07-20,68,True,1.0
REV-B954A996,PROD-3E378383,CUST-C1C5795D,2,Great product!,Rating 2/5 - Disappointing.,2022-12-06,118,True,-0.5
REV-9B6CAB4E,PROD-3EF2B0F7,CUST-EE1E1D79,4,Great product!,Rating 4/5 - Excellent experience.,2024-02-16,15,False,0.5
REV-21539A6F,PROD-E3AB59B9,CUST-28C2C08E,4,Perfect,Rating 4/5 - Excellent experience.,2024-10-18,79,False,0.5
REV-E40B81F0,PROD-6BCE18F1,CUST-12A9BD8B,5,Good value,Rating 5/5 - Excellent experience.,2022-09-13,30,True,1.0
REV-40E29AF3,PROD-4546E90F,CUST-29EEB9A6,5,Excellent quality,Rating 5/5 - Excellent experience.,2021-11-16,42,True,1.0
REV-250D57AD,PROD-6A8DB644,CUST-AFAE7209,4,Amazing!,Rating 4/5 - Excellent experience.,2021-07-03,116,False,0.5
REV-246379C0,PROD-5DCE2E3F,CUST-5725736D,5,Excellent quality,Rating 5/5 - Excellent experience.,2022-07-07,86,False,1.0
REV-CEDEC911,PROD-2B8DC231,CUST-AF289FEC,4,Love it,Rating 4/5 - Excellent experience.,2024-04-26,129,True,0.5
REV-E5AE9D50,PROD-E523707C,CUST-F9D2DBE2,4,Good value,Rating 4/5 - Excellent experience.,2021-01-31,118,True,0.5
REV-F9934B72,PROD-E4563851,CUST-1B2BD4C9,5,Amazing!,Rating 5/5 - Excellent experience.,2024-11-23,17,True,1.0
REV-3FB00B28,PROD-DB2D1A8F,CUST-215D4D94,4,Amazing!,Rating 4/5 - Excellent experience.,2024-08-28,28,True,0.5
REV-520ED545,PROD-BD7E178C,CUST-7CEB7C2C,5,Could be better,Rating 5/5 - Excellent experience.,2023-06-12,21,False,1.0
REV-6E1A0D41,PROD-BD03C19E,CUST-8108B955,5,Excellent quality,Rating 5/5 - Excellent experience.,2023-07-21,25,True,1.0
REV-E323F375,PROD-EFEB946B,CUST-EF4AFDBB,4,Not as expected,Rating 4/5 - Excellent experience.,2023-11-29,108,True,0.5
REV-265547E6,PROD-B1FF585E,CUST-BD60F2E5,4,Not as expected,Rating 4/5 - Excellent experience.,2024-08-20,114,False,0.5
REV-C90BFBCA,PROD-9FA3B159,CUST-06018870,5,Excellent quality,Rating 5/5 - Excellent experience.,2024-10-26,26,True,1.0
REV-DC92DD41,PROD-D7EAC29E,CUST-BCD01AEF,5,Highly recommend,Rating 5/5 - Excellent experience.,2023-08-02,94,True,1.0
REV-11529ECC,PROD-462CD125,CUST-95D40A54,4,Great product!,Rating 4/5 - Excellent experience.,2021-11-05,22,True,0.5
REV-CE761730,PROD-24BC26A6,CUST-47DD2CC8,5,Could be better,Rating 5/5 - Excellent experience.,2021-11-14,34,False,1.0
REV-2B787A38,PROD-9756BEA9,CUST-6232FF32,5,Highly recommend,Rating 5/5 - Excellent experience.,2021-10-30,75,True,1.0
REV-88B177A0,PROD-6A196176,CUST-B6F1ECAB,4,Excellent quality,Rating 4/5 - Excellent experience.,2021-09-02,124,True,0.5
REV-4816201B,PROD-C15024F8,CUST-C0BB1E7D,5,Love it,Rating 5/5 - Excellent experience.,2024-08-15,45,True,1.0
REV-FCBECEBF,PROD-03CA6607,CUST-3F7D6836,4,Amazing!,Rating 4/5 - Excellent experience.,2022-04-18,130,True,0.5
REV-AE532095,PROD-91752158,CUST-3EB7A86F,4,Love it,Rating 4/5 - Excellent experience.,2023-06-29,73,False,0.5
REV-85D37478,PROD-31423B5C,CUST-8D661EFB,3,Could be better,Rating 3/5 - Average experience.,2024-02-12,35,True,0.0
REV-A2DAD0F9,PROD-E480A9A6,CUST-DAC69E9A,4,Decent,Rating 4/5 - Excellent experience.,2024-06-29,117,True,0.5
REV-2CBF589F,PROD-9830B193,CUST-9C2874F6,5,Amazing!,Rating 5/5 - Excellent experience.,2023-08-07,71,True,1.0
REV-2FAE50E8,PROD-9FA3B159,CUST-60B200EB,1,Great product!,Rating 1/5 - Disappointing.,2023-01-31,69,True,-1.0
REV-CB6CCDDC,PROD-8906A99A,CUST-1EBFAB38,3,Excellent quality,Rating 3/5 - Average experience.,2021-05-08,93,True,0.0
REV-7B210942,PROD-0F3643CF,CUST-53413F9C,3,Love it,Rating 3/5 - Average experience.,2021-05-10,80,False,0.0
REV-51E24401,PROD-9EE64D16,CUST-1A0554F6,5,Good value,Rating 5/5 - Excellent experience.,2023-05-29,119,True,1.0
REV-F9E1D5E1,PROD-FB33BC6F,CUST-9A1F4E08,3,Decent,Rating 3/5 - Average experience.,2022-12-17,81,True,0.0
REV-F2E90F5E,PROD-866BF79A,CUST-C6F09A14,2,Love it,Rating 2/5 - Disappointing.,2021-01-23,150,True,-0.5
REV-6EF84F18,PROD-AE48DC6D,CUST-5473AF9B,4,Excellent quality,Rating 4/5 - Excellent experience.,2024-12-23,78,True,0.5
REV-3624C502,PROD-63AA3D47,CUST-9408177C,5,Great product!,Rating 5/5 - Excellent experience.,2024-03-28,24,False,1.0
REV-3685A6D0,PROD-A0487D5A,CUST-432130CC,5,Not as expected,Rating 5/5 - Excellent experience.,2023-07-19,129,True,1.0
REV-9FEBD281,PROD-E70CB852,CUST-E5DC27D8,3,Not as expected,Rating 3/5 - Average experience.,2022-06-18,114,True,0.0
REV-8E7A3276,PROD-91752158,CUST-43C87A23,3,Highly recommend,Rating 3/5 - Average experience.,2023-12-11,33,True,0.0
REV-0FD7B0DA,PROD-B86EDD66,CUST-09A42892,5,Great product!,Rating 5/5 - Excellent experience.,2022-03-06,101,False,1.0
REV-5555E4D3,PROD-5A46DDE5,CUST-F9E3E853,3,Could be better,Rating 3/5 - Average experience.,2023-09-02,29,True,0.0
REV-E404D25E,PROD-A6FBA097,CUST-38ECE27F,5,Good value,Rating 5/5 - Excellent experience.,2023-12-16,66,True,1.0
REV-AF02FC40,PROD-BD03C19E,CUST-0F8B9B18,4,Perfect,Rating 4/5 - Excellent experience.,2022-12-02,2,True,0.5
REV-C651D815,PROD-18E7ED70,CUST-CDB7BCCA,4,Great product!,Rating 4/5 - Excellent experience.,2024-04-15,8,True,0.5
REV-FF348365,PROD-89A4D7DE,CUST-7B8DEB05,4,Not as expected,Rating 4/5 - Excellent experience.,2024-08-09,51,True,0.5
REV-4DC461D2,PROD-8FB5AECE,CUST-9F5BE649,4,Could be better,Rating 4/5 - Excellent experience.,2022-10-04,40,True,0.5
REV-46A766A7,PROD-06DFF244,CUST-43B57500,4,Love it,Rating 4/5 - Excellent experience.,2022-05-15,63,False,0.5
REV-BD4DC91B,PROD-91752158,CUST-BE012212,1,Excellent quality,Rating 1/5 - Disappointing.,2023-10-31,99,False,-1.0
REV-48A74553,PROD-889E98A7,CUST-5C5CFD99,5,Could be better,Rating 5/5 - Excellent experience.,2021-04-16,125,True,1.0
REV-DCA29712,PROD-FAECF06B,CUST-336641CE,5,Not as expected,Rating 5/5 - Excellent experience.,2021-08-29,120,True,1.0
REV-971B1D8B,PROD-E70CB852,CUST-6D54B5E7,5,Love it,Rating 5/5 - Excellent experience.,2023-12-20,25,True,1.0
REV-26E2D33E,PROD-CF98F1CA,CUST-13CA2CF0,5,Highly recommend,Rating 5/5 - Excellent experience.,2023-04-25,93,True,1.0
REV-D38F2616,PROD-F00C99E7,CUST-94AD4884,4,Could be better,Rating 4/5 - Excellent experience.,2023-10-03,38,False,0.5
REV-B469D4F9,PROD-699D3C65,CUST-AAA546B3,5,Decent,Rating 5/5 - Excellent experience.,2023-06-15,8,True,1.0
REV-AB2FF102,PROD-98485933,CUST-20DBFC4A,1,Excellent quality,Rating 1/5 - Disappointing.,2022-04-04,48,False,-1.0
REV-CFAA3A7C,PROD-D6F7EBC0,CUST-75B3D774,5,Not as expected,Rating 5/5 - Excellent experience.,2021-06-11,78,False,1.0
REV-1EA06DDD,PROD-E3AB59B9,CUST-6C8FD16A,5,Could be better,Rating 5/5 - Excellent experience.,2024-09-02,57,True,1.0
REV-813A3468,PROD-F525D196,CUST-3109B0B6,4,Not as expected,Rating 4/5 - Excellent experience.,2024-02-02,145,False,0.5
REV-EEE1A253,PROD-BC1590FC,CUST-B2AFFC91,4,Could be better,Rating 4/5 - Excellent experience.,2023-07-28,137,True,0.5
REV-5808641E,PROD-5C520AD4,CUST-4E162880,5,Not as expected,Rating 5/5 - Excellent experience.,2022-05-04,61,False,1.0
REV-3DAC947C,PROD-EE7E5661,CUST-87F1AA30,4,Decent,Rating 4/5 - Excellent experience.,2023-03-18,55,True,0.5
REV-3F7ECFE7,PROD-43561247,CUST-6FB01C11,4,Could be better,Rating 4/5 - Excellent experience.,2024-11-30,131,False,0.5
REV-6E715C17,PROD-3532734E,CUST-B8879857,5,Perfect,Rating 5/5 - Excellent experience.,2022-12-16,57,True,1.0
REV-B76D6E95,PROD-75660C37,CUST-29E9BFF8,5,Excellent quality,Rating 5/5 - Excellent experience.,2024-01-12,114,False,1.0
REV-14377CD3,PROD-1C2E5ADD,CUST-47DD2CC8,4,Perfect,Rating 4/5 - Excellent experience.,2023-04-03,80,True,0.5
REV-937E0D70,PROD-62494C76,CUST-09459930,4,Good value,Rating 4/5 - Excellent experience.,2021-09-23,81,False,0.5
REV-40CC26E6,PROD-29F69509,CUST-1F2C4EA1,3,Great product!,Rating 3/5 - Average experience.,2022-01-08,21,True,0.0
REV-3B3A5E91,PROD-DFECEA9E,CUST-BB778EB4,4,Amazing!,Rating 4/5 - Excellent experience.,2022-11-05,47,True,0.5
REV-4E124809,PROD-19157239,CUST-6595E3CA,4,Amazing!,Rating 4/5 - Excellent experience.,2023-05-06,50,True,0.5
REV-0FC89A2B,PROD-91F97F5A,CUST-7B46DC5B,3,Amazing!,Rating 3/5 - Average experience.,2024-03-22,43,True,0.0
REV-FEA69208,PROD-699D3C65,CUST-28B460AB,3,Good value,Rating 3/5 - Average experience.,2023-06-06,97,False,0.0
REV-6DC562D3,PROD-EA0551D9,CUST-9D9FB9E3,4,Great product!,Rating 4/5 - Excellent experience.,2023-09-22,83,True,0.5
REV-4D20257A,PROD-6B20D9B7,CUST-756DC7F0,3,Good value,Rating 3/5 - Average experience.,2021-09-23,147,True,0.0
REV-F3B6D2D0,PROD-405958F4,CUST-F1501C3F,5,Decent,Rating 5/5 - Excellent experience.,2022-01-13,74,True,1.0
REV-86303380,PROD-5953721D,CUST-FAC36C38,4,Love it,Rating 4/5 - Excellent experience.,2021-04-21,79,True,0.5
REV-EB699460,PROD-0B674A0B,CUST-71DE745D,4,Good value,Rating 4/5 - Excellent experience.,2022-10-08,44,True,0.5
REV-1DEA7E81,PROD-BA601556,CUST-5C92658D,4,Not as expected,Rating 4/5 - Excellent experience.,2023-02-10,150,True,0.5
REV-D37F643E,PROD-447C473F,CUST-45888704,5,Great product!,Rating 5/5 - Excellent experience.,2021-03-31,113,False,1.0
REV-C2A27C83,PROD-67071DCC,CUST-03341BD1,5,Not as expected,Rating 5/5 - Excellent experience.,2024-04-19,39,True,1.0
REV-61DA206C,PROD-166851AC,CUST-0DC34922,5,Amazing!,Rating 5/5 - Excellent experience.,2023-02-06,30,True,1.0
REV-1E390A62,PROD-3148435E,CUST-B26DDF01,5,Amazing!,Rating 5/5 - Excellent experience.,2024-10-03,44,False,1.0
REV-7D0A3A98,PROD-78ED3560,CUST-ED6A3A63,3,Amazing!,Rating 3/5 - Average experience.,2022-09-19,117,True,0.0
REV-6287C592,PROD-5FAB22F8,CUST-535C3BE4,5,Love it,Rating 5/5 - Excellent experience.,2023-08-22,39,True,1.0
REV-AB04CB74,PROD-6DA5FB7C,CUST-75B59113,3,Could be better,Rating 3/5 - Average experience.,2022-11-05,44,True,0.0
REV-B184A4C7,PROD-32424786,CUST-F636B008,5,Love it,Rating 5/5 - Excellent experience.,2024-01-01,30,False,1.0
REV-D7447DF8,PROD-B86EDD66,CUST-D787B6A2,4,Love it,Rating 4/5 - Excellent experience.,2023-12-29,99,True,0.5
REV-C84DF3E9,PROD-ECC2D989,CUST-906CB226,4,Excellent quality,Rating 4/5 - Excellent experience.,2023-04-01,98,True,0.5
REV-0000DCF6,PROD-C717F521,CUST-064C5110,5,Love it,Rating 5/5 - Excellent experience.,2021-05-23,86,False,1.0
REV-824488EC,PROD-46E40FFE,CUST-59BE6A4F,5,Decent,Rating 5/5 - Excellent experience.,2024-01-29,0,True,1.0
REV-FCE7E430,PROD-0833D3B6,CUST-2543417A,5,Could be better,Rating 5/5 - Excellent experience.,2021-11-25,85,True,1.0
REV-8E1F8A8F,PROD-5A63DBC7,CUST-A7257BD2,5,Decent,Rating 5/5 - Excellent experience.,2022-10-17,41,True,1.0
REV-2CC6D365,PROD-34963288,CUST-0E541FEA,5,Excellent quality,Rating 5/5 - Excellent experience.,2024-11-11,136,False,1.0
REV-07BC992A,PROD-BA601556,CUST-B1276A1C,5,Could be better,Rating 5/5 - Excellent experience.,2024-01-23,12,True,1.0
REV-34E5DB00,PROD-5681B6B0,CUST-DC9C37C0,5,Not as expected,Rating 5/5 - Excellent experience.,2023-06-15,98,True,1.0
REV-7D431AB2,PROD-3532734E,CUST-983D6787,4,Decent,Rating 4/5 - Excellent experience.,2023-04-02,79,True,0.5
REV-5BE833D1,PROD-9C06322E,CUST-DB982483,5,Love it,Rating 5/5 - Excellent experience.,2023-07-23,36,True,1.0
REV-24539989,PROD-36B94C27,CUST-F56577DE,3,Great product!,Rating 3/5 - Average experience.,2023-04-26,148,True,0.0
REV-0D086DA1,PROD-0151E96C,CUST-28C2C08E,5,Could be better,Rating 5/5 - Excellent experience.,2024-06-28,26,True,1.0
REV-523D8FCB,PROD-19157239,CUST-1F6DC7F9,4,Amazing!,Rating 4/5 - Excellent experience.,2023-07-20,3,False,0.5
REV-D339535C,PROD-51BA1C3E,CUST-21379347,4,Great product!,Rating 4/5 - Excellent experience.,2022-02-07,87,True,0.5
REV-699A5110,PROD-786318A1,CUST-6F11914B,4,Not as expected,Rating 4/5 - Excellent experience.,2022-08-02,48,True,0.5
REV-F376A37D,PROD-9DFC6122,CUST-8DE26074,5,Highly recommend,Rating 5/5 - Excellent experience.,2024-05-21,68,True,1.0
REV-E5346C6A,PROD-EB481065,CUST-C747521C,5,Decent,Rating 5/5 - Excellent experience.,2021-06-11,77,True,1.0
REV-367EF072,PROD-3C401A82,CUST-BDD4DDDC,3,Amazing!,Rating 3/5 - Average experience.,2022-10-03,140,False,0.0
REV-BA61900E,PROD-C00B12ED,CUST-686C2CE5,3,Decent,Rating 3/5 - Average experience.,2022-08-05,46,True,0.0
REV-61BD1A49,PROD-0C5EC37D,CUST-E6FAEE1E,1,Love it,Rating 1/5 - Disappointing.,2022-10-23,145,False,-1.0
REV-AF5A8FB2,PROD-8E582066,CUST-190B63C1,5,Highly recommend,Rating 5/5 - Excellent experience.,2021-07-06,142,True,1.0
REV-F2B416DB,PROD-5F0FBDD9,CUST-87FFD308,2,Love it,Rating 2/5 - Disappointing.,2023-05-12,6,False,-0.5
REV-F9C85D81,PROD-B10A2766,CUST-FD4F824C,5,Good value,Rating 5/5 - Excellent experience.,2023-08-16,86,True,1.0
REV-4E934350,PROD-E08F7B34,CUST-617CB421,5,Good value,Rating 5/5 - Excellent experience.,2021-09-25,21,False,1.0
REV-3B8C63D5,PROD-91752158,CUST-EDC065E8,4,Not as expected,Rating 4/5 - Excellent experience.,2022-03-10,93,True,0.5
REV-41B47243,PROD-EF4881F9,CUST-9BB4B4C1,5,Great product!,Rating 5/5 - Excellent experience.,2023-12-07,81,False,1.0
REV-8CA26BA3,PROD-3148435E,CUST-091AE5A0,5,Highly recommend,Rating 5/5 - Excellent experience.,2024-01-27,79,True,1.0
REV-C508BF9C,PROD-794B3EF1,CUST-9D00E804,5,Not as expected,Rating 5/5 - Excellent experience.,2023-11-23,95,False,1.0
REV-F455E39C,PROD-95938A6B,CUST-3F0BD702,4,Not as expected,Rating 4/5 - Excellent experience.,2022-02-25,149,False,0.5
REV-A599D2CC,PROD-E3AB59B9,CUST-DC3EBA77,4,Great product!,Rating 4/5 - Excellent experience.,2021-04-10,128,True,0.5
REV-B8BCE609,PROD-17FD477B,CUST-C3F45322,5,Perfect,Rating 5/5 - Excellent experience.,2024-07-24,66,False,1.0
REV-5B85EF30,PROD-2B59CA40,CUST-CFB033C5,5,Great product!,Rating 5/5 - Excellent experience.,2022-04-21,26,True,1.0
REV-BA346FA6,PROD-37EE9ABD,CUST-C3DBDA31,4,Good value,Rating 4/5 - Excellent experience.,2023-05-27,115,True,0.5
REV-5B863235,PROD-900DF25C,CUST-D3FF6894,5,Perfect,Rating 5/5 - Excellent experience.,2024-10-22,69,True,1.0
REV-2294D879,PROD-9BF59F52,CUST-8C27A48A,5,Excellent quality,Rating 5/5 - Excellent experience.,2024-03-09,136,True,1.0
REV-BCB10231,PROD-E480A9A6,CUST-97DF03BB,5,Decent,Rating 5/5 - Excellent experience.,2023-07-06,109,True,1.0
REV-D9E8C709,PROD-6E797DFD,CUST-8F835413,4,Excellent quality,Rating 4/5 - Excellent experience.,2022-08-30,72,False,0.5
REV-D0A33583,PROD-2003C0BF,CUST-626FD43C,5,Decent,Rating 5/5 - Excellent experience.,2021-11-03,112,True,1.0
REV-9DA9883B,PROD-38FBB31B,CUST-AF321DB1,4,Love it,Rating 4/5 - Excellent experience.,2022-08-22,125,True,0.5
REV-6ADCA0CC,PROD-48DBF318,CUST-7CA360CB,3,Excellent quality,Rating 3/5 - Average experience.,2023-07-01,99,True,0.0
REV-10FE4768,PROD-8FBFA17B,CUST-70479FA6,5,Could be better,Rating 5/5 - Excellent experience.,2022-05-19,134,True,1.0
REV-71569E98,PROD-02B2C840,CUST-FB62895C,4,Love it,Rating 4/5 - Excellent experience.,2024-08-14,79,False,0.5
REV-C4013E95,PROD-17FD477B,CUST-89BEF182,4,Good value,Rating 4/5 - Excellent experience.,2022-11-23,140,True,0.5
REV-CA86026B,PROD-07490DA5,CUST-08EA52E2,5,Highly recommend,Rating 5/5 - Excellent experience.,2021-02-17,83,True,1.0
REV-09D37EC3,PROD-4E815795,CUST-11C71D72,5,Could be better,Rating 5/5 - Excellent experience.,2022-11-11,137,True,1.0
REV-07F4B078,PROD-A92A6652,CUST-0682D6B8,5,Excellent quality,Rating 5/5 - Excellent experience.,2023-02-19,29,True,1.0
REV-9BBF6567,PROD-2003C0BF,CUST-06018870,3,Not as expected,Rating 3/5 - Average experience.,2022-02-27,133,True,0.0
REV-105ACD47,PROD-2A944186,CUST-1F957A07,2,Highly recommend,Rating 2/5 - Disappointing.,2024-08-10,142,False,-0.5
REV-F724CBA8,PROD-376BDBCA,CUST-392D8769,5,Good value,Rating 5/5 - Excellent experience.,2022-04-17,145,True,1.0
REV-CD224435,PROD-84FE3CC3,CUST-55C7CE50,5,Amazing!,Rating 5/5 - Excellent experience.,2024-06-15,138,True,1.0
REV-88CF80E3,PROD-4D812C50,CUST-DB77CDCE,3,Excellent quality,Rating 3/5 - Average experience.,2021-10-18,9,False,0.0
REV-43CF5B52,PROD-5595989F,CUST-C4B2CD84,2,Amazing!,Rating 2/5 - Disappointing.,2022-12-28,13,True,-0.5
REV-86D0EBA6,PROD-46E40FFE,CUST-74245D04,3,Amazing!,Rating 3/5 - Average experience.,2024-08-26,17,False,0.0
REV-BB454A08,PROD-26C77702,CUST-1EDB215E,5,Great product!,Rating 5/5 - Excellent experience.,2024-12-29,18,True,1.0
REV-2C50B811,PROD-5A46DDE5,CUST-E6E4BBFF,4,Great product!,Rating 4/5 - Excellent experience.,2023-03-24,108,True,0.5
REV-65277C02,PROD-94CC2D3E,CUST-D0CB7E6A,5,Perfect,Rating 5/5 - Excellent experience.,2022-02-05,13,False,1.0
REV-7D7D8374,PROD-38C0AEEE,CUST-80266456,5,Perfect,Rating 5/5 - Excellent experience.,2022-05-02,86,False,1.0
REV-151776FA,PROD-166851AC,CUST-D1BA5726,4,Good value,Rating 4/5 - Excellent experience.,2021-07-11,107,True,0.5
REV-9FBCA1BF,PROD-04252B99,CUST-4A18ED6D,5,Could be better,Rating 5/5 - Excellent experience.,2022-11-24,25,False,1.0
REV-5FB140D8,PROD-DB80A14B,CUST-B91920DE,5,Great product!,Rating 5/5 - Excellent experience.,2021-09-06,2,True,1.0
REV-085F86D9,PROD-BAD9617B,CUST-FAF17C2E,5,Excellent quality,Rating 5/5 - Excellent experience.,2022-11-10,149,False,1.0
REV-FBBF2583,PROD-23902FB6,CUST-E082D7FE,5,Amazing!,Rating 5/5 - Excellent experience.,2023-05-16,115,False,1.0
REV-6126AD1E,PROD-F6CD5521,CUST-1EB8ECA9,2,Decent,Rating 2/5 - Disappointing.,2023-10-14,150,False,-0.5
REV-82EC7C49,PROD-A1D477AA,CUST-7FCBAC4C,3,Excellent quality,Rating 3/5 - Average experience.,2023-08-01,67,False,0.0
REV-285A902A,PROD-5FB34979,CUST-D897AC8F,3,Good value,Rating 3/5 - Average experience.,2022-04-15,139,True,0.0
REV-8EC4C064,PROD-2C29F0B7,CUST-116858BE,5,Decent,Rating 5/5 - Excellent experience.,2024-11-22,19,False,1.0
REV-694D5849,PROD-A7718461,CUST-001E7119,5,Could be better,Rating 5/5 - Excellent experience.,2021-04-12,46,False,1.0
REV-89FEBA0E,PROD-323C941A,CUST-C4853DFE,4,Highly recommend,Rating 4/5 - Excellent experience.,2021-11-06,51,False,0.5
REV-D1B90F73,PROD-A0487D5A,CUST-D0AF431E,1,Amazing!,Rating 1/5 - Disappointing.,2024-06-17,40,False,-1.0
REV-02CBDC2C,PROD-58B0BDF1,CUST-99933CB7,5,Decent,Rating 5/5 - Excellent experience.,2021-12-08,31,False,1.0
REV-E0C92CAD,PROD-723AAB36,CUST-7AC66E86,4,Amazing!,Rating 4/5 - Excellent experience.,2024-09-11,78,True,0.5
REV-2553B8C2,PROD-FDD3A85F,CUST-0E5ABCA4,4,Love it,Rating 4/5 - Excellent experience.,2024-01-26,74,False,0.5
REV-4017CA4C,PROD-A1DCCD3E,CUST-40D0161B,4,Love it,Rating 4/5 - Excellent experience.,2021-08-25,103,True,0.5
REV-4045EEBD,PROD-FD80227C,CUST-3B8C9808,5,Decent,Rating 5/5 - Excellent experience.,2022-06-08,56,True,1.0
REV-2339FCD9,PROD-0C9979E6,CUST-787F26CB,5,Love it,Rating 5/5 - Excellent experience.,2024-02-13,90,True,1.0
REV-91D530BF,PROD-BA6C92B4,CUST-ED49A59D,5,Could be better,Rating 5/5 - Excellent experience.,2024-07-12,106,True,1.0
REV-08DFD62A,PROD-02F8BF6A,CUST-C0FE1DCD,4,Highly recommend,Rating 4/5 - Excellent experience.,2024-04-27,129,True,0.5
REV-EA3A382F,PROD-44132944,CUST-2F65F985,5,Perfect,Rating 5/5 - Excellent experience.,2023-09-05,122,False,1.0
REV-E699ADAB,PROD-3C401A82,CUST-C4C8C852,5,Decent,Rating 5/5 - Excellent experience.,2021-08-24,125,True,1.0
REV-57D768E8,PROD-AE530D2E,CUST-AF6B1BA1,4,Love it,Rating 4/5 - Excellent experience.,2023-11-30,23,False,0.5
REV-3D391A60,PROD-9EC82AFF,CUST-05490345,5,Excellent quality,Rating 5/5 - Excellent experience.,2023-04-10,71,True,1.0
REV-FE682288,PROD-BC1590FC,CUST-1EC4F5A1,5,Not as expected,Rating 5/5 - Excellent experience.,2024-06-17,113,False,1.0
REV-575EFA58,PROD-78919B32,CUST-7D10CA8D,3,Love it,Rating 3/5 - Average experience.,2024-03-28,5,True,0.0
REV-86E89708,PROD-B3E77C18,CUST-A666B978,5,Love it,Rating 5/5 - Excellent experience.,2023-02-02,41,True,1.0
REV-67CD59D7,PROD-E0092F88,CUST-B0948771,4,Love it,Rating 4/5 - Excellent experience.,2021-02-10,72,False,0.5
REV-43AA9818,PROD-866BF79A,CUST-80701950,4,Love it,Rating 4/5 - Excellent experience.,2021-11-22,43,True,0.5
REV-7C28EEA3,PROD-A240092D,CUST-99CF91C5,5,Amazing!,Rating 5/5 - Excellent experience.,2022-06-03,37,False,1.0
REV-C3F5070C,PROD-84845B89,CUST-8E367D74,3,Great product!,Rating 3/5 - Average experience.,2022-04-22,101,True,0.0
REV-2C983023,PROD-9AECB7E6,CUST-4CCA21A0,5,Could be better,Rating 5/5 - Excellent experience.,2024-12-14,106,True,1.0
REV-47BCF230,PROD-376BDBCA,CUST-F4E1BF27,4,Love it,Rating 4/5 - Excellent experience.,2021-12-01,4,False,0.5
REV-51E00558,PROD-40D2014D,CUST-3129F1EB,4,Amazing!,Rating 4/5 - Excellent experience.,2024-02-22,145,True,0.5
REV-39AC1F46,PROD-29D7E411,CUST-A901E0DC,5,Perfect,Rating 5/5 - Excellent experience.,2021-02-25,41,True,1.0
REV-CA922A46,PROD-699D3C65,CUST-BF975B08,5,Great product!,Rating 5/5 - Excellent experience.,2021-10-09,124,True,1.0
REV-36AF9C37,PROD-3D5059FB,CUST-7C910FD8,4,Excellent quality,Rating 4/5 - Excellent experience.,2023-07-04,111,True,0.5
REV-C2811E98,PROD-D63EAE68,CUST-F121223F,5,Could be better,Rating 5/5 - Excellent experience.,2023-02-08,119,False,1.0
REV-794C928C,PROD-4122A71F,CUST-1AB82CC3,4,Decent,Rating 4/5 - Excellent experience.,2023-02-12,95,True,0.5
