order_id,customer_id,order_date,status,shipping_method,shipping_cost,discount_amount,tax_amount,total_amount,currency,channel,net_revenue
ORD-8BAB8821,CUST-EC72C48F,2021-10-29 16:16:41,PROCESSING,Overnight,14.99,421.38,640.5,8661.72,USD,email_campaign,8225.35
ORD-D4676D67,CUST-5D13CB2F,2021-04-05 09:19:26,COMPLETED,Standard,9.99,0.0,164.7,2233.47,USD,social,2223.48
ORD-27BF184A,CUST-1B5AFB2F,2024-02-02 20:21:32,COMPLETED,Standard,14.99,0.0,835.33,11291.95,USD,email_campaign,11276.96
ORD-E9B7CDE2,CUST-F2ACBE7C,2021-11-27 08:28:16,PROCESSING,Free Shipping,4.99,0.0,539.73,7291.32,USD,marketplace,7286.33
ORD-0E301779,CUST-781933BC,2022-08-03 15:56:44,REFUNDED,Overnight,0.0,0.0,861.88,11635.35,USD,mobile_app,11635.35
ORD-09CE8CFF,CUST-4D3B08C4,2022-01-09 19:40:02,REFUNDED,Free Shipping,14.99,511.31,777.19,10507.04,USD,social,9980.74
ORD-686CA676,CUST-762FCB27,2022-05-12 05:51:04,CANCELLED,Overnight,0.0,0.0,802.78,10837.55,USD,web,10837.55
ORD-D0F99D50,CUST-B1B0D584,2023-04-13 13:27:06,REFUNDED,Overnight,0.0,0.0,1247.22,16837.5,USD,email_campaign,16837.5
ORD-CE58C3DD,CUST-64CEB82F,2023-10-15 09:15:08,COMPLETED,Click & Collect,0.0,665.77,1011.98,13661.68,USD,web,12995.91
ORD-76943EE8,CUST-54E63D71,2024-02-13 13:38:03,CANCELLED,Standard,0.0,469.7,338.18,4565.49,USD,email_campaign,4095.79
ORD-5A944E2C,CUST-8F1C7DBD,2021-07-07 19:40:48,REFUNDED,Overnight,0.0,0.0,841.11,11354.93,USD,social,11354.93
ORD-A881FCEB,CUST-AAE17802,2022-05-03 05:47:59,COMPLETED,Free Shipping,0.0,0.0,363.97,4913.63,USD,web,4913.63
ORD-38DD352C,CUST-DD66FE2C,2024-02-20 10:06:41,COMPLETED,Express,14.99,0.0,79.9,1093.58,USD,social,1078.59
ORD-B7ADF401,CUST-F4D123CE,2021-11-08 07:28:29,REFUNDED,Click & Collect,14.99,0.0,855.03,11557.89,USD,email_campaign,11542.9
ORD-8DABAEF1,CUST-79EBC192,2021-08-02 12:16:56,COMPLETED,Express,14.99,0.0,613.67,8299.54,USD,email_campaign,8284.55
ORD-F4C5F9C0,CUST-FDF82EA8,2022-10-18 08:11:15,SHIPPED,Overnight,14.99,658.2,1000.46,13521.22,USD,email_campaign,12848.03
ORD-086DD67D,CUST-2C470F2A,2021-11-25 21:26:49,PENDING,Free Shipping,14.99,805.66,1224.6,16547.11,USD,mobile_app,15726.46
ORD-358E96D3,CUST-C4B2CD84,2021-02-10 09:37:19,CANCELLED,Click & Collect,14.99,1560.88,1123.83,15186.75,USD,email_campaign,13610.88
ORD-EDD6626A,CUST-B8EEDD92,2021-11-03 23:29:12,COMPLETED,Free Shipping,14.99,0.0,998.69,13497.26,USD,marketplace,13482.27
ORD-F5908907,CUST-D1A43761,2023-05-30 09:27:25,SHIPPED,Click & Collect,0.0,1001.72,721.23,9736.66,USD,mobile_app,8734.94
ORD-A9B37B6E,CUST-A6D3A0C2,2023-11-05 13:39:44,PROCESSING,Click & Collect,0.0,0.0,568.83,7679.25,USD,email_campaign,7679.25
ORD-AF208F59,CUST-15743FC6,2024-06-13 08:47:37,SHIPPED,Click & Collect,0.0,604.16,918.32,12397.35,USD,web,11793.19
ORD-F17B96BB,CUST-F1E2CFCC,2024-03-30 01:22:13,COMPLETED,Free Shipping,14.99,434.39,660.27,8928.63,USD,email_campaign,8479.25
ORD-7A5E8452,CUST-49634907,2021-01-17 16:51:39,COMPLETED,Express,9.99,0.0,1627.22,21977.41,USD,social,21967.42
ORD-9183741F,CUST-7D9E014F,2021-09-09 01:47:09,SHIPPED,Standard,0.0,536.17,814.98,11002.27,USD,mobile_app,10466.1
ORD-DC0F9F8D,CUST-A0FF6FD4,2022-05-13 18:24:05,CANCELLED,Overnight,9.99,990.71,713.31,9639.65,USD,web,8638.95
ORD-C235B967,CUST-10F82117,2023-09-22 02:56:31,SHIPPED,Click & Collect,4.99,0.0,297.31,4018.73,USD,social,4013.74
ORD-607A6534,CUST-C6B60999,2023-05-27 10:40:14,PROCESSING,Standard,9.99,0.0,54.73,748.8,USD,email_campaign,738.81
ORD-7A97F8B7,CUST-A5FE315B,2022-11-08 02:00:36,COMPLETED,Standard,9.99,0.0,284.7,3853.41,USD,email_campaign,3843.42
ORD-41B40A4A,CUST-105216EC,2022-05-01 04:57:24,REFUNDED,Standard,9.99,0.0,1113.41,15041.07,USD,email_campaign,15031.08
ORD-2B868D0F,CUST-ED2F3442,2024-01-05 06:38:59,COMPLETED,Overnight,4.99,312.8,225.22,3045.42,USD,marketplace,2727.63
ORD-E9EB6DBE,CUST-55E0390A,2021-03-09 22:57:06,COMPLETED,Free Shipping,0.0,775.1,558.07,7533.93,USD,marketplace,6758.83
ORD-11203A55,CUST-92E18F93,2021-04-05 05:47:23,SHIPPED,Free Shipping,0.0,0.0,1129.67,15250.51,USD,web,15250.51
ORD-5533F67D,CUST-CAC38E7B,2024-10-29 03:57:22,PROCESSING,Standard,9.99,0.0,369.75,5001.58,USD,marketplace,4991.59
ORD-7AC4D8F3,CUST-27438E2D,2021-09-29 16:03:46,SHIPPED,Click & Collect,14.99,0.0,824.24,11142.24,USD,email_campaign,11127.25
ORD-93A55D19,CUST-82CA7E6C,2022-06-22 07:26:50,PENDING,Free Shipping,9.99,0.0,840.4,11355.37,USD,email_campaign,11345.38
ORD-9D0E7832,CUST-DE1C477A,2023-11-17 14:30:05,REFUNDED,Express,0.0,93.16,141.6,1911.57,USD,marketplace,1818.41
ORD-C2AD2F6C,CUST-4CDCFDE0,2023-01-30 05:41:00,PROCESSING,Free Shipping,14.99,125.7,191.07,2594.38,USD,social,2453.69
ORD-DD65BCEB,CUST-88F2EA2A,2024-10-24 07:02:12,REFUNDED,Standard,9.99,464.32,705.77,9537.9,USD,web,9063.59
ORD-EDF85334,CUST-CE2F5A99,2022-08-02 14:52:53,REFUNDED,Standard,0.0,1343.45,967.28,13058.33,USD,web,11714.88
ORD-CF55539B,CUST-F5E2E900,2023-03-25 18:26:45,PENDING,Express,0.0,442.21,672.16,9074.15,USD,social,8631.94
ORD-5062F444,CUST-4408470D,2021-07-08 11:07:09,PENDING,Click & Collect,0.0,1210.45,871.53,11765.6,USD,email_campaign,10555.15
ORD-9CD9D97B,CUST-C24D634A,2022-11-26 06:10:49,COMPLETED,Express,9.99,556.12,400.41,5415.52,USD,marketplace,4849.41
ORD-D916D864,CUST-7DB26491,2021-06-22 23:25:34,PROCESSING,Free Shipping,14.99,0.0,1289.32,17420.75,USD,web,17405.76
ORD-48F0DFDC,CUST-C7D1801D,2023-05-29 10:45:52,CANCELLED,Free Shipping,14.99,660.18,1003.47,13561.86,USD,web,12886.69
ORD-8CDCD52A,CUST-AE5A8E1F,2022-08-26 09:33:33,REFUNDED,Overnight,0.0,647.2,983.74,13280.54,USD,email_campaign,12633.34
ORD-EE65E567,CUST-C02D8FCB,2021-07-31 10:15:47,PROCESSING,Standard,9.99,0.0,269.02,3641.72,USD,mobile_app,3631.73
ORD-41A325E7,CUST-C930E2E5,2022-07-10 08:00:16,CANCELLED,Express,0.0,0.0,594.11,8020.49,USD,mobile_app,8020.49
ORD-E2511306,CUST-65C9AF06,2021-08-14 09:52:00,PROCESSING,Express,14.99,606.65,922.1,12463.36,USD,mobile_app,11841.72
ORD-01320EE5,CUST-AA3F2CC2,2023-12-16 23:05:00,COMPLETED,Click & Collect,0.0,0.0,799.49,10793.08,USD,mobile_app,10793.08
ORD-BBBD5A21,CUST-8E260DF7,2023-11-24 23:09:07,SHIPPED,Standard,14.99,0.0,449.72,6086.21,USD,mobile_app,6071.22
ORD-298E1171,CUST-0B4DB05A,2023-07-29 08:30:43,COMPLETED,Express,0.0,1108.69,798.25,10776.41,USD,mobile_app,9667.72
ORD-02DF7B76,CUST-ED49A59D,2022-07-07 12:37:09,PENDING,Overnight,0.0,0.0,339.72,4586.25,USD,web,4586.25
ORD-C94FC385,CUST-57C2E542,2021-12-11 15:17:15,PROCESSING,Express,14.99,0.0,878.17,11870.29,USD,web,11855.3
ORD-6E41CEFD,CUST-B2F94B7E,2021-01-05 13:35:08,REFUNDED,Overnight,0.0,0.0,379.66,5125.4,USD,social,5125.4
ORD-60C1BE82,CUST-D65A759E,2023-02-20 21:05:17,PENDING,Express,0.0,249.15,378.7,5112.51,USD,web,4863.36
ORD-F60E78C2,CUST-01C7991C,2023-10-11 04:04:08,COMPLETED,Standard,4.99,0.0,833.71,11260.06,USD,social,11255.07
ORD-CE220734,CUST-EB6F695D,2024-07-29 20:20:43,PENDING,Express,14.99,0.0,362.8,4912.77,USD,social,4897.78
ORD-CA0D1C48,CUST-83C2A1E5,2023-11-29 05:24:20,PROCESSING,Click & Collect,0.0,1820.46,1310.73,17694.91,USD,mobile_app,15874.45
ORD-8601BC6D,CUST-D1AFF7FD,2021-01-06 21:46:43,COMPLETED,Overnight,14.99,182.88,277.98,3767.76,USD,mobile_app,3569.89
ORD-E1841942,CUST-7820CC65,2024-08-22 16:42:43,PROCESSING,Standard,14.99,0.0,371.41,5028.99,USD,web,5014.0
ORD-B34B7DCF,CUST-5FBBC67A,2024-04-10 03:03:22,REFUNDED,Overnight,0.0,0.0,1324.91,17886.24,USD,email_campaign,17886.24
ORD-751923B0,CUST-62CD416C,2022-08-16 06:47:08,COMPLETED,Standard,0.0,0.0,123.85,1671.94,USD,social,1671.94
ORD-C0F23E23,CUST-97D98D2A,2023-02-19 19:32:03,SHIPPED,Free Shipping,14.99,0.0,505.64,6841.15,USD,mobile_app,6826.16
ORD-08252BE0,CUST-643D05AD,2023-03-21 14:33:01,REFUNDED,Overnight,4.99,0.0,81.83,1109.69,USD,marketplace,1104.7
ORD-4CCEB44F,CUST-F659E34A,2022-03-01 13:57:01,PROCESSING,Express,14.99,0.0,141.48,1925.0,USD,marketplace,1910.01
ORD-31D21E3A,CUST-496B50D5,2022-12-18 07:14:27,COMPLETED,Click & Collect,9.99,0.0,324.99,4397.37,USD,email_campaign,4387.38
ORD-D9F35499,CUST-B13BE5F0,2024-01-01 04:33:10,REFUNDED,Overnight,0.0,118.95,180.8,2440.79,USD,marketplace,2321.84
ORD-FD45D234,CUST-2F5CA522,2023-03-18 17:37:38,PENDING,Overnight,4.99,752.21,541.59,7316.43,USD,social,6559.23
ORD-BB13BFB3,CUST-7830B1AB,2024-08-17 00:41:45,PENDING,Express,14.99,0.0,585.03,7912.85,USD,marketplace,7897.86
ORD-F0C8E9C7,CUST-46767CD5,2024-05-13 15:28:15,COMPLETED,Express,4.99,0.0,1027.18,13871.9,USD,social,13866.91
ORD-159CBAF4,CUST-4C1DAA2F,2022-04-16 07:42:02,SHIPPED,Overnight,0.0,0.0,476.17,6428.34,USD,email_campaign,6428.34
ORD-44F0495C,CUST-2ECCE2E3,2022-02-05 02:51:31,COMPLETED,Standard,4.99,255.16,183.72,2485.19,USD,web,2225.04
ORD-DCE20E68,CUST-008C5BF4,2023-08-03 06:32:21,COMPLETED,Free Shipping,9.99,852.32,1295.53,17499.61,USD,email_campaign,16637.3
ORD-5A064BC1,CUST-9DD67424,2022-09-24 14:41:47,PENDING,Overnight,9.99,0.0,290.11,3926.47,USD,email_campaign,3916.48
ORD-14DC05DA,CUST-A73591B6,2022-07-06 22:16:07,SHIPPED,Express,0.0,219.22,157.83,2130.76,USD,social,1911.54
ORD-AA61B775,CUST-AFC684B3,2024-09-08 22:46:09,REFUNDED,Click & Collect,0.0,0.0,864.77,11674.35,USD,social,11674.35
ORD-1B51B2B5,CUST-A83D2355,2024-11-17 17:08:39,REFUNDED,Standard,0.0,0.0,209.98,2834.72,USD,marketplace,2834.72
ORD-E9CEC248,CUST-AE4EBBB9,2021-07-29 04:20:51,COMPLETED,Overnight,9.99,0.0,577.31,7803.66,USD,web,7793.67
ORD-15250F0B,CUST-A6C93F1A,2021-11-27 11:57:25,CANCELLED,Overnight,0.0,512.09,368.7,4977.51,USD,mobile_app,4465.42
ORD-84E406C7,CUST-DE453C4C,2021-11-30 01:52:14,COMPLETED,Free Shipping,0.0,0.0,763.73,10310.31,USD,mobile_app,10310.31
ORD-82E841BD,CUST-B66872BA,2022-12-05 22:37:12,SHIPPED,Express,14.99,0.0,1007.79,13620.14,USD,mobile_app,13605.15
ORD-26B21F32,CUST-A572B402,2021-01-02 17:48:03,PROCESSING,Overnight,14.99,263.26,400.15,5417.02,USD,web,5138.77
ORD-96AAF4B4,CUST-1EECE43A,2024-04-02 01:20:38,SHIPPED,Overnight,14.99,435.62,662.13,8953.8,USD,email_campaign,8503.19
ORD-EA2EDFEA,CUST-08EA52E2,2021-08-31 22:05:14,PROCESSING,Express,9.99,410.71,295.71,4002.1,USD,social,3581.4
ORD-799A9E81,CUST-35B0C927,2023-06-07 01:46:02,COMPLETED,Express,4.99,0.0,250.39,3385.22,USD,web,3380.23
ORD-5AAE46FB,CUST-5DE6095A,2024-01-27 13:09:45,COMPLETED,Overnight,14.99,1272.14,915.94,12380.23,USD,mobile_app,11093.1
ORD-5A1BE159,CUST-07352F12,2021-03-11 23:02:29,COMPLETED,Express,9.99,195.58,140.82,1911.07,USD,mobile_app,1705.5
ORD-6FA6C369,CUST-DBC55834,2022-09-10 16:15:13,CANCELLED,Standard,0.0,0.0,490.9,6627.13,USD,social,6627.13
ORD-2FF260B2,CUST-5F7D0B0A,2021-03-30 05:00:04,CANCELLED,Free Shipping,0.0,302.02,217.45,2935.59,USD,email_campaign,2633.57
ORD-26E0E0FE,CUST-D96A251D,2021-02-18 15:44:02,PROCESSING,Express,0.0,0.0,598.46,8079.27,USD,mobile_app,8079.27
ORD-0E091AB7,CUST-033654EA,2023-11-18 03:55:57,SHIPPED,Standard,9.99,163.68,117.85,1601.0,USD,marketplace,1427.33
ORD-89D4C4DF,CUST-94CA9C44,2023-06-26 00:08:46,CANCELLED,Express,9.99,329.96,237.57,3217.15,USD,web,2877.2
ORD-254F4BC6,CUST-DC63C44B,2021-11-19 06:44:23,COMPLETED,Free Shipping,0.0,0.0,452.53,6109.12,USD,social,6109.12
ORD-0AE43BFD,CUST-88F2EA2A,2023-06-01 19:57:40,COMPLETED,Standard,9.99,711.74,512.45,6928.11,USD,social,6206.38
ORD-1E764174,CUST-2C79597C,2023-04-15 10:42:33,SHIPPED,Express,0.0,730.66,526.08,7102.05,USD,mobile_app,6371.39
ORD-6B95EB7D,CUST-CEEA82EC,2022-07-25 00:12:56,COMPLETED,Express,0.0,0.0,232.67,3141.02,USD,web,3141.02
ORD-F263AD49,CUST-C599456C,2022-07-18 13:34:30,COMPLETED,Click & Collect,9.99,412.59,627.14,8476.41,USD,marketplace,8053.83
ORD-06353559,CUST-411B3FC5,2024-06-11 05:27:33,PENDING,Click & Collect,4.99,11.21,17.04,235.03,USD,web,218.83
ORD-76DCE8E9,CUST-BFB2F2D6,2022-05-09 03:00:44,COMPLETED,Express,0.0,0.0,394.36,5323.85,USD,web,5323.85
ORD-AA7FDEA7,CUST-EC38B65E,2022-02-09 02:20:06,REFUNDED,Free Shipping,9.99,0.0,294.67,3987.98,USD,social,3977.99
ORD-F3B8DA4B,CUST-A5E0B565,2023-05-16 23:24:47,PENDING,Overnight,0.0,509.45,774.36,10453.92,USD,marketplace,9944.47
ORD-E6515986,CUST-8641B229,2024-05-26 19:58:03,COMPLETED,Express,4.99,0.0,435.14,5879.43,USD,mobile_app,5874.44
ORD-409E4AAD,CUST-1DDF082A,2024-09-09 06:18:46,COMPLETED,Free Shipping,0.0,255.16,387.84,5235.83,USD,mobile_app,4980.67
ORD-DC6134C5,CUST-6CBC78D5,2023-09-28 10:36:15,SHIPPED,Standard,0.0,0.0,733.15,9897.47,USD,marketplace,9897.47
ORD-10696CA9,CUST-1FE12697,2022-05-19 12:43:06,CANCELLED,Standard,4.99,968.43,697.27,9418.12,USD,social,8444.7
ORD-BE667CEF,CUST-6321198B,2023-10-01 01:15:57,COMPLETED,Click & Collect,0.0,0.0,662.39,8942.24,USD,email_campaign,8942.24
ORD-8755393E,CUST-2B186876,2023-08-26 15:41:24,CANCELLED,Standard,0.0,276.45,420.21,5672.78,USD,email_campaign,5396.33
ORD-36675952,CUST-9F6AA45F,2024-04-15 14:40:26,PENDING,Standard,4.99,77.03,117.09,1585.72,USD,marketplace,1503.7
ORD-1F9FDBFE,CUST-4FFEA9B8,2021-08-05 22:54:12,PROCESSING,Free Shipping,0.0,59.83,90.94,1227.7,USD,email_campaign,1167.87
ORD-C5641137,CUST-31BA7B76,2023-05-19 09:38:01,COMPLETED,Click & Collect,0.0,817.49,588.59,7945.99,USD,web,7128.5
ORD-94CFAB68,CUST-9A851446,2023-09-12 05:22:03,SHIPPED,Free Shipping,9.99,550.11,396.08,5357.04,USD,social,4796.94
ORD-3DABBCE6,CUST-40C15804,2023-10-26 23:28:27,COMPLETED,Click & Collect,4.99,0.0,223.34,3020.14,USD,social,3015.15
ORD-CAD11B59,CUST-DDF4D6D5,2022-03-25 08:10:30,COMPLETED,Free Shipping,0.0,0.0,858.71,11592.62,USD,email_campaign,11592.62
ORD-64F3AB9B,CUST-5D268905,2021-08-25 19:26:00,PROCESSING,Click & Collect,9.99,1207.64,869.5,11748.28,USD,mobile_app,10530.65
ORD-E58B25B2,CUST-6C1A6ECF,2021-12-17 01:17:21,REFUNDED,Express,14.99,1064.25,766.26,10359.54,USD,web,9280.3
ORD-63B7F52C,CUST-C954B652,2024-12-24 09:56:37,REFUNDED,Free Shipping,14.99,0.0,262.84,3563.38,USD,marketplace,3548.39
ORD-8B43AD22,CUST-F219CC51,2022-04-25 18:50:01,COMPLETED,Overnight,0.0,0.0,1153.25,15568.93,USD,email_campaign,15568.93
ORD-944F1B96,CUST-26342FB2,2024-06-22 06:12:38,PROCESSING,Express,0.0,0.0,959.83,12957.72,USD,marketplace,12957.72
ORD-74F9B7C8,CUST-3A715481,2024-02-29 21:28:57,COMPLETED,Express,0.0,0.0,356.34,4810.62,USD,web,4810.62
ORD-4F9701BC,CUST-F6CB81FD,2022-04-24 14:31:01,PENDING,Free Shipping,14.99,800.47,1216.72,16440.67,USD,mobile_app,15625.21
ORD-F70F748E,CUST-FAF17C2E,2022-05-22 16:29:56,COMPLETED,Overnight,14.99,944.57,680.09,9196.17,USD,email_campaign,8236.61
ORD-88EB1F05,CUST-282EB65C,2024-03-31 08:05:39,REFUNDED,Express,4.99,0.0,217.28,2938.23,USD,marketplace,2933.24
ORD-27068876,CUST-0E38F2F8,2024-05-23 06:54:27,COMPLETED,Overnight,0.0,0.0,866.81,11701.94,USD,email_campaign,11701.94
ORD-57B584B4,CUST-5F87C471,2021-02-22 05:42:40,COMPLETED,Overnight,4.99,0.0,179.37,2426.49,USD,mobile_app,2421.5
ORD-73C74C83,CUST-5DD94F71,2021-12-23 19:39:29,SHIPPED,Click & Collect,4.99,465.68,707.83,9560.72,USD,web,9090.05
ORD-5AB73141,CUST-553CC1EC,2021-06-12 02:22:58,PENDING,Free Shipping,9.99,935.24,673.38,9100.57,USD,social,8155.34
ORD-CCC569FB,CUST-0AB9ED95,2024-05-21 12:56:25,SHIPPED,Standard,0.0,486.98,740.2,9992.76,USD,web,9505.78
ORD-EF0B2A61,CUST-67D24264,2023-04-21 21:58:36,COMPLETED,Click & Collect,9.99,0.0,1193.39,16120.78,USD,email_campaign,16110.79
ORD-5EE9FFD9,CUST-AE3CE185,2023-01-31 16:25:04,CANCELLED,Standard,9.99,0.0,852.52,11519.02,USD,web,11509.03
ORD-4A1B7057,CUST-6997B42B,2023-07-29 09:12:36,PENDING,Standard,4.99,723.43,1099.61,14849.7,USD,web,14121.28
ORD-AE6D4115,CUST-58651324,2023-12-29 18:27:50,COMPLETED,Standard,4.99,308.09,221.83,2999.65,USD,social,2686.57
ORD-05A99A8A,CUST-BB9DE6D1,2023-07-20 16:52:53,PROCESSING,Overnight,14.99,0.0,606.82,8207.09,USD,web,8192.1
ORD-BEEE14B2,CUST-F2D631BC,2021-09-10 13:14:23,CANCELLED,Standard,14.99,338.0,513.76,6950.77,USD,web,6597.78
ORD-CEEBDB63,CUST-87F1AA30,2021-02-23 02:44:32,COMPLETED,Overnight,0.0,71.82,109.17,1473.8,USD,marketplace,1401.98
ORD-374FDB0B,CUST-3DCD311B,2021-04-26 18:49:06,PENDING,Overnight,0.0,596.01,905.94,12230.15,USD,email_campaign,11634.14
ORD-015C681B,CUST-2CC39729,2022-01-25 09:43:10,PROCESSING,Express,14.99,0.0,368.75,4993.16,USD,marketplace,4978.17
ORD-240A5BE3,CUST-A484FC38,2024-02-26 02:48:33,COMPLETED,Click & Collect,9.99,660.02,475.22,6425.41,USD,web,5755.4
ORD-38A16540,CUST-FCC31BE8,2023-06-18 14:28:29,COMPLETED,Free Shipping,4.99,0.0,1069.31,14440.72,USD,social,14435.73
ORD-04FCD934,CUST-22C2AAFA,2023-11-19 01:27:43,CANCELLED,Click & Collect,0.0,888.93,640.03,8640.41,USD,mobile_app,7751.48
ORD-EDF48745,CUST-6D54B5E7,2021-12-13 20:55:21,COMPLETED,Click & Collect,9.99,0.0,666.17,9003.24,USD,social,8993.25
ORD-F5B6F71A,CUST-BA745CC1,2021-09-18 12:54:22,CANCELLED,Overnight,9.99,556.03,845.17,11419.78,USD,marketplace,10853.76
ORD-75096765,CUST-AE611129,2021-06-28 12:28:52,PROCESSING,Free Shipping,9.99,409.4,622.28,8410.78,USD,email_campaign,7991.39
ORD-8CAA20C6,CUST-8ADAE308,2021-03-22 21:03:05,COMPLETED,Click & Collect,0.0,0.0,614.24,8292.24,USD,marketplace,8292.24
ORD-0BD7F165,CUST-C4C8C852,2021-07-22 22:58:19,CANCELLED,Free Shipping,0.0,0.0,1332.59,17989.95,USD,web,17989.95
ORD-C13B560B,CUST-8784266B,2024-11-12 21:23:11,SHIPPED,Free Shipping,9.99,0.0,1068.95,14440.81,USD,web,14430.82
ORD-37245F54,CUST-68E737AD,2023-04-14 05:08:56,COMPLETED,Overnight,14.99,880.78,634.16,8576.12,USD,email_campaign,7680.35
ORD-2B961C39,CUST-55C7CE50,2023-03-21 22:08:54,COMPLETED,Express,4.99,343.9,522.72,7061.74,USD,mobile_app,6712.85
ORD-607C1807,CUST-13F7594F,2024-01-29 02:29:58,CANCELLED,Standard,14.99,0.0,407.26,5513.0,USD,email_campaign,5498.01
ORD-F6B59140,CUST-C2299A67,2024-01-15 11:39:37,REFUNDED,Express,9.99,327.1,497.2,6722.16,USD,web,6385.07
ORD-2A99DEC4,CUST-E1FDE491,2024-09-25 23:23:06,COMPLETED,Standard,0.0,0.0,1140.47,15396.33,USD,email_campaign,15396.33
ORD-554EF9E3,CUST-74BC24A7,2024-08-24 18:31:14,PROCESSING,Overnight,0.0,1848.35,1330.82,17966.01,USD,mobile_app,16117.66
ORD-32E91AAF,CUST-49262F15,2021-05-30 06:59:23,COMPLETED,Overnight,14.99,896.53,645.5,8729.24,USD,social,7817.72
ORD-2CCF3469,CUST-BDCB9413,2023-10-10 02:03:57,COMPLETED,Free Shipping,14.99,415.82,299.39,4056.77,USD,marketplace,3625.96
ORD-3AA3119A,CUST-554F028E,2023-03-31 04:05:40,CANCELLED,Click & Collect,0.0,0.0,142.23,1920.12,USD,social,1920.12
ORD-01CEFD6F,CUST-71DFF7EF,2022-02-20 17:51:12,COMPLETED,Free Shipping,0.0,784.44,1192.35,16096.78,USD,mobile_app,15312.34
ORD-31F34079,CUST-529792C3,2023-09-26 00:00:47,PROCESSING,Standard,14.99,0.0,746.16,10088.2,USD,social,10073.21
ORD-1A4D7A14,CUST-B836D5F6,2023-02-23 17:12:40,COMPLETED,Standard,14.99,312.03,474.28,6417.83,USD,marketplace,6090.81
ORD-18341293,CUST-FD9BAAD2,2021-09-16 23:44:45,SHIPPED,Express,0.0,135.11,205.37,2772.55,USD,web,2637.44
ORD-3A4C257F,CUST-D75AA33E,2021-09-02 23:40:15,COMPLETED,Express,14.99,449.81,683.71,9245.04,USD,social,8780.24
ORD-E0F42F50,CUST-DE453C4C,2024-01-19 21:37:46,COMPLETED,Overnight,0.0,0.0,600.12,8101.68,USD,social,8101.68
ORD-396A8B9E,CUST-8962E2F8,2022-04-12 06:41:17,COMPLETED,Standard,0.0,1085.71,781.71,10553.09,USD,email_campaign,9467.38
ORD-13FE37CA,CUST-4B1C07AA,2024-11-22 23:59:32,REFUNDED,Express,9.99,0.0,210.05,2845.62,USD,marketplace,2835.63
ORD-04789EF3,CUST-5929FA3E,2021-09-25 11:55:43,PENDING,Free Shipping,4.99,57.81,41.62,566.9,USD,social,504.1
ORD-E0CEC977,CUST-DEF6C21C,2021-03-07 17:43:24,SHIPPED,Click & Collect,14.99,500.98,761.49,10295.1,USD,mobile_app,9779.13
ORD-77925912,CUST-8A0140FF,2024-05-13 12:24:55,CANCELLED,Free Shipping,0.0,294.07,211.73,2858.4,USD,email_campaign,2564.33
ORD-1DED392E,CUST-9E23F51B,2024-09-11 00:11:48,SHIPPED,Click & Collect,9.99,0.0,1577.34,21304.04,USD,marketplace,21294.05
ORD-ED9DD45D,CUST-D5020724,2022-11-21 08:07:38,REFUNDED,Overnight,14.99,1319.4,949.97,12839.53,USD,social,11505.14
ORD-91EE891A,CUST-07BF2C33,2024-09-03 08:47:22,REFUNDED,Click & Collect,0.0,82.55,59.43,802.34,USD,email_campaign,719.79
ORD-03DA9BC2,CUST-062D4EF7,2023-01-20 00:52:09,SHIPPED,Express,14.99,1345.03,968.42,13088.63,USD,marketplace,11728.61
ORD-9B8CDF07,CUST-262D775E,2023-09-06 20:59:00,COMPLETED,Standard,4.99,355.88,540.93,7307.54,USD,web,6946.67
ORD-9192C18E,CUST-B510818A,2023-09-01 01:53:32,SHIPPED,Overnight,9.99,0.0,825.92,11159.97,USD,social,11149.98
ORD-6838A9A5,CUST-1BBF8710,2021-11-26 03:21:10,REFUNDED,Standard,0.0,329.68,501.11,6764.94,USD,marketplace,6435.26
ORD-542B97B4,CUST-0CA7114B,2024-12-23 19:33:34,PENDING,Overnight,0.0,0.0,1221.61,16491.79,USD,marketplace,16491.79
ORD-E529A6E1,CUST-E697DEE1,2023-02-25 10:09:10,COMPLETED,Free Shipping,9.99,1356.33,2061.62,27841.81,USD,email_campaign,26475.49
ORD-D1DBEEA4,CUST-D1A43761,2022-07-29 10:34:38,PENDING,Overnight,0.0,191.8,291.54,3935.77,USD,email_campaign,3743.97
ORD-E3DB4F6C,CUST-04EEBAE0,2021-07-11 05:39:30,CANCELLED,Overnight,14.99,1064.01,766.09,10357.16,USD,social,9278.16
ORD-E9D2379F,CUST-6073E5DD,2023-11-07 11:13:59,COMPLETED,Click & Collect,0.0,0.0,1459.75,19706.68,USD,mobile_app,19706.68
ORD-9379039C,CUST-F5784679,2021-02-27 21:46:28,COMPLETED,Standard,4.99,0.0,472.93,6389.51,USD,marketplace,6384.52
ORD-7898EAC1,CUST-84C3CADC,2022-03-11 20:12:08,CANCELLED,Express,0.0,0.0,129.05,1742.15,USD,mobile_app,1742.15
ORD-22D7C8B1,CUST-7C1A46A9,2022-08-10 10:52:10,COMPLETED,Overnight,0.0,443.15,319.07,4307.43,USD,marketplace,3864.28
ORD-45F7F34D,CUST-059EE675,2022-11-03 12:23:47,COMPLETED,Standard,9.99,0.0,507.09,6855.72,USD,marketplace,6845.73
ORD-285B994E,CUST-55BB746E,2023-02-12 07:19:20,COMPLETED,Free Shipping,0.0,0.0,856.21,11558.78,USD,email_campaign,11558.78
